target_lang|closest_lang_0|map_dist_0|closest_lang_1|map_dist_1|closest_lang_2|map_dist_2|closest_lang_3|map_dist_3|closest_lang_4|map_dist_4
bel|lit|0.011915128687357003|lvs|0.021590376425347717|ukr|0.024319830859849734|pol|0.024883804252578797|ekk|0.029614680053553943
bem|zga|0.02791117089899991|nya|0.030015193359606465|sna|0.03656754359398208|ndj|0.038890602479713425|toi|0.039486869659377505
ben|asm|0.013273924825999206|hlt|0.014927088318150861|zyp|0.01858769312205342|cek|0.02188797871267116|taj|0.023517702691490422
bfz|mjl|0.003766615026618451|kfs|0.004586145607865863|kfx|0.004631966272761315|xnr|0.007476802554493991|gbk|0.008764531320072193
bgc|pan|0.005935093769349599|bfz|0.01316835216003529|kfs|0.013467292132099748|mjl|0.014799162235617065|xnr|0.016137502366539085
bgt|nlg|0.003777287120827428|lgl|0.005497589150480756|kwf|0.005724225173496886|far|0.005860630831134614|kwd|0.006880727446049317
bhd|dgo|0.004124719260037208|gbk|0.006087678808615329|xnr|0.00794327306650839|kfx|0.010711832412628824|mjl|0.011119858254176478
bjr|agd|0.0010267043011479358|omw|0.001416229262285208|tbg|0.0018122873898726653|nca|0.0020963489115261155|iou|0.0028324793465784575
bjv|kyq|0.01770391467518639|daa|0.020566775497519403|mqb|0.020846639261427758|muy|0.020911758648528206|meq|0.02109348558043434
bjz|mcq|0.0027111439436450367|bbb|0.004744624220262375|tpi|0.008005868734919697|mox|0.010216716472829701|rro|0.012836136571865735
bkd|mbb|0.0027403385817194046|mbt|0.002837016737854143|ceb|0.0031556960977108203|obo|0.004921141744104229|bpr|0.010821699535152057
blz|mqj|0.02444234806026792|ptu|0.02567846667306448|alp|0.030987743938988902|tbl|0.03970350057503104|bps|0.039857018673377494
bmr|hto|0.005356669904713404|boa|0.0063433995701864775|ycn|0.007931391590723952|huu|0.007977798451739595|tav|0.013136793352035157
bmu|ksr|0.0010226125357517153|ded|0.0017879413627736017|mpp|0.002335366086307045|bzh|0.0036458976593210265|iou|0.004191859954460288
bnp|mbh|0.003744060993179284|ata|0.005291078914225552|mee|0.007095848506725285|mpp|0.013862501931952835|ded|0.014399953399156696
boa|hto|0.005372932695113912|bmr|0.0063433995701864775|yad|0.007901448166214542|ycn|0.009777330696740022|huu|0.009982542759187012
boj|nca|0.002964314517364145|dah|0.004215891303098502|agd|0.0042757554131557345|gam|0.004433838032363653|tbc|0.0044822166585908735
bos|hrv|0.010321444010043758|slv|0.01602785352931204|ita|0.018352733004501433|srp|0.01967650966577116|hun|0.01977445736329039
box|cme|0.009793178817106602|myk|0.012129090791364792|spp|0.013203441215498275|xon|0.021991206333817043|gng|0.02356355774364275
bpr|bps|0.0021338452429649933|tbl|0.0025947910831907225|obo|0.006022077007713993|mbb|0.00814997450457035|mbt|0.008423468786254362
bps|bpr|0.0021338452429649933|tbl|0.004608554682770437|obo|0.007087298005172486|mbt|0.009373306039770886|mbb|0.00948039765687587
bqc|mkl|0.004621259146142505|bqp|0.005024465696280307|bus|0.005502046583162579|bba|0.006300297809840244|kdl|0.008162244542715897
